text,label
"NTR movie review: 'logic ledu' — fans: 'logic ante em brooo, emotion chuso' gg",1
nenu maths interesting undy antee anukunta,0
petrol prices change avunuu this week,0
"diet start chesanu — upma chusaka cancel chesanu, health is wealth but food is life 💀",1
healthy ga undadam ki pesarattu tinate chaala undhi,0
pulihora chaalaa healthy ga undie daily tinte hmm,0
new flyover Tirupati lo ready avvunu next month,0
"Balayya movie lo villain chaalaa try chesadu, hero ki okka scratch ledhu — plot armour max level",1
"Kavya 'nuvvu change avvali' annadi, Prasad hairstyle change chesadu — nenu try chesanu broo",1
"nenu egg rice tinnanu, challaa undie 🙌",0
"Nellore lo oka seat dorikithe lucky day ani anukunde, destination vastundi ledu 😭😭",1
"phone lo 1% battery, charger room lo undii, nenu hall lo undi — impossible distance gone case",1
"Yadav assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius 😭😭",1
professor 'open book exam' antey Sai library motham bag lo pettukochadu lmao,1
"phone lo 1% battery, charger room lo undhi, nenu hall lo undie — impossible distance 😭",1
"nannaa bike ki petrol ledhu, naaku pocket money leduu, iddaru same team 💔",1
teacher avvadam chaalaa kaashtam undii kani worth it sure,0
IAS officer avvadam chala kaashtam undie kani worth it right,0
regular exercise chaalaa important undi health ki 👍,0
"nenu vada tinnanu, challaa undhi cool",0
"ammaaa upma chesindi, nenu 'chaala undi' annanu — ledhu, pure diplomacy bro",1
English nerchukovadam important undii career ki,0
"phone lo 1% battery, charger room lo undii, nenu hall lo undhi — impossible distance",1
Srinu new auto kinukkunnadu last month,0
"nenu pulihora tinnanu, chala undii",0
upma chaala healthy ga undie daily tinte 👍,0
"nenu idli try chesanu first time, okay ga undie",0
"nanna bike ki petrol laedu, naaku pocket money leduu, iddaru same team gone case",1
data scientist avvadam chala kaashtam undie kani worth it,0
"internals lo Sai ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo gg",1
Vikram canteen lo TOC class attend chesdu 🙌,0
government 'smart city' antee Rajahmundry lo bus ki roads edu — very smart lol,1
nenu algorithms interesting undie antee anukunta,0
Karimnagar lo traffic problem address cheyyaali ante,0
healthy ga undadam ki pulihora tinate chaala undi,0
internships challaa important undie final year ki right,0
Mahesh new cycle kinukkunnadu last month,0
exam lo Venky pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works,1
Arjun Warangal lo relatives ni chusaadaniki chesadu,0
"nenu chapati try chesanu first time, okay ga undi 👍",0
online learning convenient ga undy anukuntunna,0
"propose chesanu, 'I think of you as a brother' annadi — chemistry result kanna worse shock",1
Sai back bench lo undii kani first bencher kanna better marks — back lo wifi strong undi,1
Sekhar new bike kinukkunnadu last month,0
"amma idli chesindi, nenu 'chala undhi' annanu — ledu, pure diplomacy broh lmao",1
Bunny university lo algorithms class attend chesdu 🙌,0
"Allu Arjun okaa punch lo 10 mandi ni leduu chesadu, nenu okkka CN paper clear cheyyalekapoyanu",1
crush cheppindi 'we are just friends' ani — physics fail kanna painful avvunu broo F,1
"naa ML marks chusaka okka nimisham silent ga undi, grief kaadu brow — pure shock",1
"diet start chesanu — vada chusaka cancel avunuu, health is wealth food is life lmao",1
"Anu 'nuvvu change avvali' annadi, Sekhar hairstyle change chesadu — nenu try chesanu bro lmao",1
"naaku idli chala ishtam, amma chesindi, vere idli chesindi — betrayal lmao",1
technology challaa fast ga change avutundi hmm,0
"ammaa cheppindi 'doctor avutav' ani, naa DSA marks chusaka 'compounder avvachu' ani update chesindi 🤣",1
"naaku idli chaalaa ishtam, amma chesindi, vere idli chesindi — betrayal 😂",1
"nenu biryani try chesanu first time, okay ga undii sure",0
dosa challa healthy ga undy daily tinte 👍👍,0
"internals lo Sekhar ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo 😭😭",1
"today chemistry lab session undie, prepare avutunna 👍",0
"naa chemistry paper lo okka question kaadu telivindi, kani confident ga avvunu rasa — confidence bro not knowledge 😂",1
"Haritha 'nuvvu change avvali' annadi, Ravi hairstyle change chesadu — nenu try chesanu broh",1
"movie lo hero okka song lo 5 countries lo dance chesadu, nenu okka Tirupati bus stop daateri ledu F",1
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu oka Karimnagar bus stop daateri edu F",1
healthy ga undadam ki gongura rice tinate chaalaa undi,0
"nanna 'maa time lo chala cheyyadam kashtapaddamu' antey, aatime lo maths leduu bro — different struggle",1
morning biryani breakfast ki chesamu 🙂,0
new flyover Karimnagar lo ready avunu next month,0
morning idli breakfast ki chesamu 🙂,0
"naaku vada chaala ishtam, amma chesindi, vere vada chesindi — betrayal lmao",1
Warangal lo new IT park build avutundi,0
"diet start chesanu — pongal chusaka cancel chesanu, health is wealth but food is life haha",1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic bro,1
nenu DBMS interesting undie antee anukuntaa,0
government 'smart city' anti Tirupati lo bus ki roads edu — very smart,1
upma challa healthy ga undie daily tinte,0
"nenu dosa try chesanu first time, okay ga undie",0
"Swiggy lo roti order chesanu, wrong item vasindii, hungry avvunu tinna — hunger > ego",1
"naa networks paper lo okkka question kaadu telivindi, kani confident ga avvunu rasa — confidence bro not knowledge gg",1
"interview ki 'punctual ga veltanu' annanu, 10 mins late avunuu — traffic blame chesanu obviously",1
healthy ga undadam ki idli tinate challaa undhi,0
morning egg rice breakfast ki chesamu cool,0
new flyover Rajahmundry lo ready avunuu next month,0
engineer avvadam challa kaashtam undie kani worth it ok,0
"Srinu Jyothi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undii",1
auto wala 'meter ledhu' antey 3x rate adugadu — Hyderabad experience lol,1
"Suresh lab lo attendance leduu brow, but ammaaa tho 'daily velthunna' antadu — technically ledu lol",1
Arjun mess lo maths class attend chesaadu hmm,0
"phone lo 1% battery, charger room lo undie, nenu hall lo undy — impossible distance F",1
weather today chaalaa hot ga undi Nellore lo,0
nenu Karimnagar lo Instagram use chesthu undi,0
"Naveen Suma tho first date ki Vizag lo biryani tinnaru, bill split chesadu — modern love",1
"ATM ki poina, cash laedu, UPI try chesanu, network leduu — broke in every way 💔",1
"naa life Mahesh Babu movie la undii — interval ki twist, climax ki logic edu broo 😭😭",1
professor 'open book exam' antey Lucky library motham bag lo pettukochadu haha,1
morning egg rice breakfast ki chesamu ok,0
"exam ki notes miss avvadam kaadu, important undy",0
"naa DSA professor chaala fast broh, notes edu, brain ledu, hope laedu, future edu",1
"nenu vada try chesanu first time, okay ga undi right",0
"nenu Pawan Kalyan movies chustanu, challa undhi ante",0
Yadav new RTC bus kinukkunnadu last month,0
nanaa smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nanaa finished,1
professor 'open book exam' anti Naidu library motham bag lo pettukochadu 🤣,1
"amma pesarattu chesindi, nenu 'chala undi' annanu — leduu, pure diplomacy brooo 🤣",1
nenu OS interesting undii anti anukuntaa,0
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic brow,1
"Instagram lo order chesanu '30 mins' antee — 2 hours lo gongura rice vasindii, cold ga undii",1
regular exercise challaa important undie health ki 👍👍,0
"nannaa 'maa time lo challa cheyyatam kashtapaddamu' antee, aatime lo physics ledu bro — different struggle",1
"exam ki notes miss avvadam kaaduu, important undhi",0
"Guntur lo okaa seat dorikithe lucky day ani anukuntaa, destination vastundi ledu",1
"propose chesanu, 'I think of you as a brother' annadi — OS result kanna worse shock rip",1
regular exercise challaa important undie health ki 🙏,0
"diet start chesanu — upma chusaka cancel chesanu, health is wealth but food is life 🤣",1
"naa wifi chaalaa fast undie — speed test lo matrame, actual lo leduu bro",1
"ammaa cooking chesthu undi, nenu help cheyyadam try chesanu — ammaaa 'nuvvu poni chadduvuko' annadi 😭😭",1
"Surya Anu ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaalaa busy schedule undhi 😭😭",1
Sai library lo English chadduvutunnadu,0
Kiran placement cell lo ML class attend chesadu 🙏,0
exam lo Venky pray chesadu 'God MCQ lo A avvani cheyyadham' — specific prayer works,1
"Teja broh exam ki prepare ledu, result vasthe 'paper tough undy' ani blame chesadu bruh",1
Gopi chemistry assignment complete chesaadu yesterday,0
"Jyothi 'nuvvu change avvali' annadi, Gopi hairstyle change chesadu — nenu try chesanu brow bruh",1
"traffic lo Tirupati lo okka hour stuck, GPS '2 mins away' antu undie — GPS lying bro bruh",1
"naa TOC marks chusaka okkka nimisham silent ga undie, grief kaadhu brooo — pure shock",1
Ravi back bench lo undi kani first bencher kanna better marks — back lo wifi strong undie bruh,1
"naa phone new update vasindi, install chesanu cool",0
Sai hostel lo CN class attend chesaadu,0
pesarattu chala healthy ga undi daily tinte 🙂,0
online learning convenient ga undii anukuntaa,0
"nenu sambar try chesanu first time, okay ga undy sure",0
pongal chaala healthy ga undy daily tinte 🤔,0
weather today challaa hot ga undie Guntur lo,0
Teja new Splendor kinukkunnadu last month,0
"Naidu library lo attendance leduu brooo, but ammaaa tho 'daily velthunna' antadu — technically ledhu",1
"Pawan Kalyan dialogue Suresh library lo use chesadu, professor appreciate chesadhu — cinema education 😭😭",1
"movie lo hero okka song lo 5 countries lo dance chesadu, nenu okkka Nellore bus stop daateri leduu",1
ammaa: nuwu ekada unnav? nenu: library lo. ammaaa: mee college lo library ekkado undhi ra? caught lol,1
healthy ga undadam ki pesarattu tinate chala undy,0
"today maths lab session undii, prepare avutunna 👍",0
exam lo Srinu pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works,1
"nenu roti try chesanu first time, okay ga undii",0
Teja placement cell lo ML class attend chesadhu 👍👍,0
naa mess ki walking distance lo undie,0
naa hostel ki walking distance lo undii,0
"chaalaa thanks bro, nuvu help chesav — problem challaa worse avunu now lol",1
group study sometimes helpful avunuu anukunde 🙏,0
"Indu 'nuvvu change avvali' annadi, Bunny hairstyle change chesadu — nenu try chesanu brooo 😭😭",1
Venky hostel lo English class attend chesdu,0
IAS officer avvadam chala kaashtam undhi kani worth it ok,0
nenu DBMS interesting undii anti anukuntunna,0
nenu Warangal lo Zomato use chesthu undie,0
"traffic lo Vizag lo oka hour stuck, GPS '2 mins away' antu undy — GPS lying brow 🤣",1
healthy ga undadam ki gongura rice tinate chaala undhi,0
mass movie antee Vijay Deverakonda dialogue ni Ravi WhatsApp status lo pettadu — feels undy brow,1
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw brow 💀",1
"babai cheppadu 'Prasad ni chuso chaala undhi' — Prasad fail avunuu bro, different level inspiration 😭😭",1
"Keerthi 'nuvu chaalaa funny' annadi — comedy avunuu antee undie broo, naaku telidhu still gg",1
healthy ga undadam ki upma tinate challaa undy,0
"Mahesh broh exam ki prepare laedu, result vasthe 'paper tough undy' ani blame chesadu",1
technology challa fast ga change avutundi 👍👍,0
Nani Nellore lo relatives ni chusaadaniki chesadu,0
"nenu Prabhas movies chustanu, challa undii antey",0
"interview ki 'punctual ga veltanu' annanu, 10 mins late avunuu — traffic blame chesanu obviously bruh",1
"Bhavana 'nuvvu change avvali' annadi, Rajesh hairstyle change chesadu — nenu try chesanu brow 💀",1
weather today chaalaa hot ga undhi Vijayawada lo,0
"ammaa cheppindi 'doctor avutav' ani, naa CN marks chusaka 'compounder avvachu' ani update chesindi bruh",1
Surya canteen lo maths class attend chesadhu,0
nenu TOC interesting undhi antee anukunta,0
"nenu Prabhas movies chustanu, challaa undhi ante",0
relationship status: networks tho broo — at least it needs me lmao,1
"diet start chesanu — sambar chusaka cancel avnu, health is wealth food is life bruh",1
exam lo Ravi pray chesadu 'God MCQ lo A avvani cheyydam' — specific prayer works,1
"Lakshmi 'nuvvu chaala funny' annadi — comedy avunuu antey undii bro, naaku telidhu still",1
"nanna 'maa time lo chaala cheyyadam kashtapaddamu' ante, aatime lo TOC leduu brow — different struggle",1
chapati challaa healthy ga undii daily tinte,0
"propose chesanu, 'I think of you as a brother' annadi — ML result kanna worse shock",1
Naidu back bench lo undi kani first bencher kanna better marks — back lo wifi strong undi lmao,1
weather today chaalaa hot ga undie Warangal lo,0
"meeting lo mute avunu matladanu, 5 mins tarvata telusindi — everyone saw broh 😭😭",1
Gopi Hyderabad lo relatives ni chusaadaniki chesdu,0
"challaa thanks bro, nuwu help chesav — problem chaalaa worse avunu now",1
"nenu dosa tinnanu, chaalaa undhi",0
"amma 'oka software engineer ni chadi, set avutav' anti, nenu still CN clear cheyyalekapotunna",1
"ammaa 'oka teacher ni chadi, set avutav' antey, nenu still networks clear cheyyalekapotunna 😭😭",1
nenu today Vijayawada ki RTC bus lo vellanu,0
family function lo okka uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately bruh,1
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okka Guntur bus stop daateri ledhu",1
morning idli breakfast ki chesamu hmm,0
"internals lo Sai ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye broo 💀",1
amma: nuwu ekkado unnav? nenu: library lo. ammaa: mee college lo library ekkadaa undii ra? caught,1
Guntur chaala develop avutundi last few years lo,0
